ruta,organos_totales,organos_fuera_isquemia,pendientes_por_corte,organos_a_tiempo,tiempo_medio_min,espera_media_min,incidencias
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario Dr. Rodríguez Lafora,7,0,0,7,7.857142857142857,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Carlos III,7,0,0,7,10.571428571428571,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario Infanta Cristina,7,0,0,7,12.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario José Germain,7,0,0,7,14.571428571428571,0.0,0
Hospital Universitario de Getafe → Hospital Universitario Fundación Jiménez Díaz,7,0,0,7,12.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario de Fuenlabrada,7,0,0,7,7.428571428571429,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital Universitario General de Villalba,6,0,0,6,5.833333333333333,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Clínico San Carlos,6,0,0,6,2.8333333333333335,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario Príncipe de Asturias,6,0,0,6,21.833333333333332,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario de Getafe,6,0,0,6,13.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario Dr. Rodríguez Lafora,6,0,0,6,9.0,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital General Universitario Gregorio Marañón,6,0,0,6,12.666666666666666,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario Infanta Sofía,6,0,0,6,16.166666666666668,0.0,0
Hospital Universitario de Getafe → Hospital Central de la Cruz Roja San José y Santa Adela,6,0,0,6,13.666666666666666,0.0,0
Hospital Universitario de Getafe → Hospital Infantil Universitario Niño Jesús,6,0,0,6,13.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario Fundación Alcorcón,6,0,0,6,7.333333333333333,0.0,0
Hospital Universitario del Henares → Hospital Universitario de La Princesa,6,0,0,6,9.333333333333334,0.0,0
Hospital Universitario del Sureste → Hospital Central de la Cruz Roja San José y Santa Adela,6,0,0,6,22.5,0.0,0
Hospital Cantoblanco → Hospital Universitario Fundación Jiménez Díaz,5,0,0,5,10.8,0.0,0
Hospital Cantoblanco → Hospital Universitario Infanta Sofía,5,0,0,5,12.2,0.0,0
Hospital Cantoblanco → Hospital Universitario La Paz,5,0,0,5,12.2,0.0,0
Hospital Carlos III → Hospital Clínico San Carlos,5,0,0,5,4.8,0.0,0
Hospital Enfermera Isabel Zendal → Hospital La Fuenfría,5,0,0,5,40.8,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Infantil Universitario Niño Jesús,5,0,0,5,2.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Universitario Infanta Sofía,5,0,0,5,15.2,0.0,0
Hospital La Fuenfría → Hospital Central de la Defensa Gómez Ulla,5,0,0,5,35.0,0.0,0
Hospital La Fuenfría → Hospital General Universitario Gregorio Marañón,5,0,0,5,35.4,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Clínico San Carlos,5,0,0,5,9.4,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario Infanta Elena,5,0,0,5,15.6,0.0,0
Hospital Universitario General de Villalba → Hospital Asociado Universitario Guadarrama,5,0,0,5,7.4,0.0,0
Hospital Universitario General de Villalba → Hospital Virgen de la Torre,5,0,0,5,35.6,0.0,0
Hospital Universitario Infanta Cristina → Hospital La Fuenfría,5,0,0,5,45.6,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario de Móstoles,5,0,0,5,11.6,0.0,0
Hospital Universitario Infanta Leonor → Hospital Carlos III,5,0,0,5,11.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Central de la Cruz Roja San José y Santa Adela,5,0,0,5,12.8,0.0,0
Hospital Universitario Infanta Sofía → Hospital Central de la Defensa Gómez Ulla,5,0,0,5,22.2,0.0,0
Hospital Universitario La Paz → Hospital Universitario Rey Juan Carlos,5,0,0,5,18.8,0.0,0
Hospital Universitario La Paz → Hospital Universitario del Sureste,5,0,0,5,21.6,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario Fundación Alcorcón,5,0,0,5,36.6,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario Rey Juan Carlos,5,0,0,5,9.6,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Carlos III,5,0,0,5,2.0,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital General Universitario Gregorio Marañón,5,0,0,5,14.0,0.0,0
Hospital Universitario Santa Cristina → Hospital La Fuenfría,5,0,0,5,39.2,0.0,0
Hospital Universitario Severo Ochoa → Hospital El Escorial,5,0,0,5,35.2,0.0,0
Hospital Universitario Severo Ochoa → Hospital La Fuenfría,5,0,0,5,42.6,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario Príncipe de Asturias,5,0,0,5,36.4,0.0,0
Hospital Universitario Severo Ochoa → Hospital Virgen de la Torre,5,0,0,5,12.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario del Henares,5,0,0,5,17.2,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario José Germain,5,0,0,5,11.2,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Ramón y Cajal,5,0,0,5,21.4,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Rey Juan Carlos,5,0,0,5,12.2,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario del Henares,5,0,0,5,27.2,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario del Sureste,5,0,0,5,18.8,0.0,0
Hospital Universitario del Sureste → Hospital Clínico San Carlos,5,0,0,5,24.2,0.0,0
Hospital Universitario del Sureste → Hospital Universitario Fundación Alcorcón,5,0,0,5,30.6,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital Cantoblanco,4,0,0,4,28.0,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital Virgen de la Torre,4,0,0,4,43.0,0.0,0
Hospital Cantoblanco → Hospital Central de la Cruz Roja San José y Santa Adela,4,0,0,4,13.5,0.0,0
Hospital Cantoblanco → Hospital Universitario Infanta Leonor,4,0,0,4,15.0,0.0,0
Hospital Cantoblanco → Hospital Universitario Príncipe de Asturias,4,0,0,4,22.0,0.0,0
Hospital Cantoblanco → Hospital Universitario de La Princesa,4,0,0,4,14.5,0.0,0
Hospital Carlos III → Hospital Universitario de Fuenlabrada,4,0,0,4,17.5,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Enfermera Isabel Zendal,4,0,0,4,9.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario 12 de Octubre,4,0,0,4,6.5,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario de Getafe,4,0,0,4,16.5,0.0,0
Hospital Clínico San Carlos → Hospital Universitario General de Villalba,4,0,0,4,26.75,0.0,0
Hospital El Escorial → Hospital Clínico San Carlos,4,0,0,4,27.75,0.0,0
Hospital El Escorial → Hospital Universitario del Sureste,4,0,0,4,47.75,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Central de la Cruz Roja San José y Santa Adela,4,0,0,4,9.75,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Central de la Defensa Gómez Ulla,4,0,0,4,16.75,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Infanta Sofía,4,0,0,4,10.5,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Rey Juan Carlos,4,0,0,4,23.5,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario de Getafe,4,0,0,4,21.75,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario del Sureste,4,0,0,4,21.25,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Central de la Cruz Roja San José y Santa Adela,4,0,0,4,6.25,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital El Escorial,4,0,0,4,31.75,0.0,0
Hospital La Fuenfría → Hospital Infantil Universitario Niño Jesús,4,0,0,4,38.0,0.0,0
Hospital La Fuenfría → Hospital Universitario General de Villalba,4,0,0,4,9.0,0.0,0
Hospital La Fuenfría → Hospital Universitario Infanta Leonor,4,0,0,4,44.5,0.0,0
Hospital La Fuenfría → Hospital Universitario Puerta de Hierro Majadahonda,4,0,0,4,30.5,0.0,0
Hospital La Fuenfría → Hospital Universitario Severo Ochoa,4,0,0,4,39.0,0.0,0
Hospital La Fuenfría → Hospital Universitario de Torrejón,4,0,0,4,45.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital General Universitario Gregorio Marañón,4,0,0,4,4.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Cantoblanco,4,0,0,4,19.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Carlos III,4,0,0,4,14.75,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario La Paz,4,0,0,4,14.75,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Asociado Universitario Guadarrama,4,0,0,4,29.25,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario Infanta Elena,4,0,0,4,20.5,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Virgen de la Torre,4,0,0,4,10.0,0.0,0
Hospital Universitario General de Villalba → Hospital Infantil Universitario Niño Jesús,4,0,0,4,30.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario Príncipe de Asturias,4,0,0,4,45.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario de Torrejón,4,0,0,4,41.75,0.0,0
Hospital Universitario Infanta Cristina → Hospital Central de la Defensa Gómez Ulla,4,0,0,4,20.0,0.0,0
Hospital Universitario Infanta Cristina → Hospital Enfermera Isabel Zendal,4,0,0,4,22.75,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario José Germain,4,0,0,4,10.5,0.0,0
Hospital Universitario Infanta Elena → Hospital Central de la Cruz Roja San José y Santa Adela,4,0,0,4,20.5,0.0,0
Hospital Universitario Infanta Leonor → Hospital General Universitario Gregorio Marañón,4,0,0,4,6.0,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario 12 de Octubre,4,0,0,4,9.5,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario Rey Juan Carlos,4,0,0,4,20.5,0.0,0
Hospital Universitario Infanta Sofía → Hospital Enfermera Isabel Zendal,4,0,0,4,10.0,0.0,0
Hospital Universitario La Paz → Hospital General Universitario Gregorio Marañón,4,0,0,4,5.25,0.0,0
Hospital Universitario La Paz → Hospital Universitario de La Princesa,4,0,0,4,5.5,0.0,0
Hospital Universitario La Paz → Hospital Virgen de la Torre,4,0,0,4,9.75,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital General Universitario Gregorio Marañón,4,0,0,4,23.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario General de Villalba,4,0,0,4,46.75,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Central de la Cruz Roja San José y Santa Adela,4,0,0,4,10.25,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Enfermera Isabel Zendal,4,0,0,4,15.75,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario de Getafe,4,0,0,4,14.75,0.0,0
Hospital Universitario Puerta de Hierro Majadahonda → Hospital Universitario del Sureste,4,0,0,4,35.25,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Central de la Cruz Roja San José y Santa Adela,4,0,0,4,3.5,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Clínico San Carlos,4,0,0,4,7.5,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario Fundación Alcorcón,4,0,0,4,19.5,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario Infanta Leonor,4,0,0,4,11.0,0.0,0
Hospital Universitario Ramón y Cajal → Hospital Universitario de Torrejón,4,0,0,4,18.25,0.0,0
Hospital Universitario Rey Juan Carlos → Hospital Enfermera Isabel Zendal,4,0,0,4,26.0,0.0,0
Hospital Universitario Santa Cristina → Hospital Carlos III,4,0,0,4,5.5,0.0,0
Hospital Universitario Santa Cristina → Hospital General Universitario Gregorio Marañón,4,0,0,4,2.75,0.0,0
Hospital Universitario Santa Cristina → Hospital Universitario de Fuenlabrada,4,0,0,4,15.75,0.0,0
Hospital Universitario Severo Ochoa → Hospital Central de la Cruz Roja San José y Santa Adela,4,0,0,4,12.75,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario 12 de Octubre,4,0,0,4,12.0,0.0,0
Hospital Universitario Severo Ochoa → Hospital Universitario Infanta Leonor,4,0,0,4,13.25,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Cantoblanco,4,0,0,4,20.0,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Universitario 12 de Octubre,4,0,0,4,10.25,0.0,0
Hospital Universitario de Fuenlabrada → Hospital Universitario del Henares,4,0,0,4,21.25,0.0,0
Hospital Universitario de Getafe → Hospital Carlos III,4,0,0,4,14.0,0.0,0
Hospital Universitario de Getafe → Hospital Universitario Puerta de Hierro Majadahonda,4,0,0,4,16.5,0.0,0
Hospital Universitario de Getafe → Hospital Virgen de la Torre,4,0,0,4,12.5,0.0,0
Hospital Universitario de La Princesa → Hospital Universitario de Getafe,4,0,0,4,13.5,0.0,0
Hospital Universitario de Móstoles → Hospital Clínico San Carlos,4,0,0,4,18.0,0.0,0
Hospital Universitario de Móstoles → Hospital Universitario Infanta Cristina,4,0,0,4,10.75,0.0,0
Hospital Universitario de Torrejón → Hospital General Universitario Gregorio Marañón,4,0,0,4,17.5,0.0,0
Hospital Universitario de Torrejón → Hospital Universitario Príncipe de Asturias,4,0,0,4,7.75,0.0,0
Hospital Universitario del Sureste → Hospital Universitario La Paz,4,0,0,4,22.75,0.0,0
Hospital Virgen de la Torre → Hospital Enfermera Isabel Zendal,4,0,0,4,13.5,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Fundación Jiménez Díaz,4,0,0,4,11.75,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Infanta Cristina,4,0,0,4,18.25,0.0,0
Hospital Virgen de la Torre → Hospital Universitario Ramón y Cajal,4,0,0,4,13.5,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital El Escorial,3,0,0,3,6.333333333333333,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital Universitario 12 de Octubre,3,0,0,3,33.333333333333336,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital Universitario de La Princesa,3,0,0,3,30.0,0.0,0
Hospital Asociado Universitario Guadarrama → Hospital Universitario de Torrejón,3,0,0,3,43.666666666666664,0.0,0
Hospital Cantoblanco → Hospital Asociado Universitario Guadarrama,3,0,0,3,34.666666666666664,0.0,0
Hospital Cantoblanco → Hospital Carlos III,3,0,0,3,7.666666666666667,0.0,0
Hospital Cantoblanco → Hospital General Universitario Gregorio Marañón,3,0,0,3,17.0,0.0,0
Hospital Cantoblanco → Hospital Infantil Universitario Niño Jesús,3,0,0,3,11.666666666666666,0.0,0
Hospital Cantoblanco → Hospital Universitario Ramón y Cajal,3,0,0,3,7.0,0.0,0
Hospital Cantoblanco → Hospital Universitario Rey Juan Carlos,3,0,0,3,25.0,0.0,0
Hospital Cantoblanco → Hospital Universitario Severo Ochoa,3,0,0,3,25.333333333333332,0.0,0
Hospital Carlos III → Hospital Universitario Fundación Alcorcón,3,0,0,3,18.0,0.0,0
Hospital Carlos III → Hospital Universitario Infanta Sofía,3,0,0,3,10.0,0.0,0
Hospital Carlos III → Hospital Universitario La Paz,3,0,0,3,5.333333333333333,0.0,0
Hospital Carlos III → Hospital Universitario de Torrejón,3,0,0,3,18.0,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Central de la Defensa Gómez Ulla,3,0,0,3,6.333333333333333,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital General Universitario Gregorio Marañón,3,0,0,3,5.333333333333333,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario José Germain,3,0,0,3,14.666666666666666,0.0,0
Hospital Central de la Cruz Roja San José y Santa Adela → Hospital Universitario del Sureste,3,0,0,3,23.666666666666668,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Asociado Universitario Guadarrama,3,0,0,3,31.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario Fundación Jiménez Díaz,3,0,0,3,7.666666666666667,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario de Getafe,3,0,0,3,8.0,0.0,0
Hospital Central de la Defensa Gómez Ulla → Hospital Universitario de Móstoles,3,0,0,3,12.666666666666666,0.0,0
Hospital Clínico San Carlos → Hospital Central de la Defensa Gómez Ulla,3,0,0,3,8.666666666666666,0.0,0
Hospital El Escorial → Hospital General Universitario Gregorio Marañón,3,0,0,3,30.0,0.0,0
Hospital El Escorial → Hospital Universitario 12 de Octubre,3,0,0,3,34.333333333333336,0.0,0
Hospital El Escorial → Hospital Universitario Infanta Cristina,3,0,0,3,37.666666666666664,0.0,0
Hospital El Escorial → Hospital Universitario Infanta Leonor,3,0,0,3,34.666666666666664,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Infantil Universitario Niño Jesús,3,0,0,3,12.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Dr. Rodríguez Lafora,3,0,0,3,11.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario General de Villalba,3,0,0,3,31.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario Infanta Leonor,3,0,0,3,8.666666666666666,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario de Fuenlabrada,3,0,0,3,24.666666666666668,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Universitario del Henares,3,0,0,3,11.0,0.0,0
Hospital Enfermera Isabel Zendal → Hospital Virgen de la Torre,3,0,0,3,10.333333333333334,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Carlos III,3,0,0,3,4.333333333333333,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario Infanta Elena,3,0,0,3,21.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario Puerta de Hierro Majadahonda,3,0,0,3,15.666666666666666,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario Ramón y Cajal,3,0,0,3,6.0,0.0,0
Hospital General Universitario Gregorio Marañón → Hospital Universitario de Torrejón,3,0,0,3,17.666666666666668,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Cantoblanco,3,0,0,3,11.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Central de la Cruz Roja San José y Santa Adela,3,0,0,3,6.0,0.0,0
Hospital Infantil Universitario Niño Jesús → Hospital Virgen de la Torre,3,0,0,3,6.0,0.0,0
Hospital La Fuenfría → Hospital Asociado Universitario Guadarrama,3,0,0,3,8.333333333333334,0.0,0
Hospital La Fuenfría → Hospital Central de la Cruz Roja San José y Santa Adela,3,0,0,3,37.0,0.0,0
Hospital La Fuenfría → Hospital Universitario Infanta Cristina,3,0,0,3,53.666666666666664,0.0,0
Hospital La Fuenfría → Hospital Universitario Infanta Elena,3,0,0,3,48.666666666666664,0.0,0
Hospital La Fuenfría → Hospital Universitario Infanta Sofía,3,0,0,3,31.0,0.0,0
Hospital La Fuenfría → Hospital Universitario Ramón y Cajal,3,0,0,3,31.0,0.0,0
Hospital La Fuenfría → Hospital Universitario de Getafe,3,0,0,3,39.333333333333336,0.0,0
Hospital La Fuenfría → Hospital Universitario del Sureste,3,0,0,3,49.0,0.0,0
Hospital La Fuenfría → Hospital Virgen de la Torre,3,0,0,3,38.0,0.0,0
Hospital Universitario 12 de Octubre → Hospital Universitario de Getafe,3,0,0,3,5.333333333333333,0.0,0
Hospital Universitario 12 de Octubre → Hospital Universitario de Móstoles,3,0,0,3,14.0,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Asociado Universitario Guadarrama,3,0,0,3,34.666666666666664,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital General Universitario Gregorio Marañón,3,0,0,3,17.333333333333332,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario Fundación Alcorcón,3,0,0,3,27.666666666666668,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario Fundación Jiménez Díaz,3,0,0,3,12.666666666666666,0.0,0
Hospital Universitario Dr. Rodríguez Lafora → Hospital Universitario Ramón y Cajal,3,0,0,3,9.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Central de la Cruz Roja San José y Santa Adela,3,0,0,3,13.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario Rey Juan Carlos,3,0,0,3,4.0,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario de La Princesa,3,0,0,3,13.666666666666666,0.0,0
Hospital Universitario Fundación Alcorcón → Hospital Universitario de Móstoles,3,0,0,3,3.6666666666666665,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Central de la Cruz Roja San José y Santa Adela,3,0,0,3,5.333333333333333,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Enfermera Isabel Zendal,3,0,0,3,8.666666666666666,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario Príncipe de Asturias,3,0,0,3,25.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario Puerta de Hierro Majadahonda,3,0,0,3,12.0,0.0,0
Hospital Universitario Fundación Jiménez Díaz → Hospital Universitario de La Princesa,3,0,0,3,4.666666666666667,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario 12 de Octubre,3,0,0,3,33.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario Severo Ochoa,3,0,0,3,39.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario del Henares,3,0,0,3,39.0,0.0,0
Hospital Universitario General de Villalba → Hospital Universitario del Sureste,3,0,0,3,50.0,0.0,0
Hospital Universitario Infanta Cristina → Hospital Central de la Cruz Roja San José y Santa Adela,3,0,0,3,18.333333333333332,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario 12 de Octubre,3,0,0,3,14.666666666666666,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario Dr. Rodríguez Lafora,3,0,0,3,30.666666666666668,0.0,0
Hospital Universitario Infanta Cristina → Hospital Universitario del Sureste,3,0,0,3,22.333333333333332,0.0,0
Hospital Universitario Infanta Cristina → Hospital Virgen de la Torre,3,0,0,3,16.333333333333332,0.0,0
Hospital Universitario Infanta Elena → Hospital Carlos III,3,0,0,3,21.666666666666668,0.0,0
Hospital Universitario Infanta Elena → Hospital General Universitario Gregorio Marañón,3,0,0,3,21.333333333333332,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario Severo Ochoa,3,0,0,3,14.0,0.0,0
Hospital Universitario Infanta Elena → Hospital Universitario de Fuenlabrada,3,0,0,3,9.666666666666666,0.0,0
Hospital Universitario Infanta Leonor → Hospital Infantil Universitario Niño Jesús,3,0,0,3,6.333333333333333,0.0,0
Hospital Universitario Infanta Leonor → Hospital La Fuenfría,3,0,0,3,42.666666666666664,0.0,0
Hospital Universitario Infanta Leonor → Hospital Universitario del Henares,3,0,0,3,8.333333333333334,0.0,0
Hospital Universitario Infanta Leonor → Hospital Virgen de la Torre,3,0,0,3,3.6666666666666665,0.0,0
Hospital Universitario Infanta Sofía → Hospital La Fuenfría,3,0,0,3,40.333333333333336,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario General de Villalba,3,0,0,3,34.0,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario Puerta de Hierro Majadahonda,3,0,0,3,23.666666666666668,0.0,0
Hospital Universitario Infanta Sofía → Hospital Universitario de Getafe,3,0,0,3,24.666666666666668,0.0,0
Hospital Universitario José Germain → Hospital Central de la Cruz Roja San José y Santa Adela,3,0,0,3,13.333333333333334,0.0,0
Hospital Universitario José Germain → Hospital General Universitario Gregorio Marañón,3,0,0,3,11.0,0.0,0
Hospital Universitario La Paz → Hospital Enfermera Isabel Zendal,3,0,0,3,10.333333333333334,0.0,0
Hospital Universitario La Paz → Hospital Universitario Fundación Alcorcón,3,0,0,3,16.0,0.0,0
Hospital Universitario La Paz → Hospital Universitario Príncipe de Asturias,3,0,0,3,21.666666666666668,0.0,0
Hospital Universitario La Paz → Hospital Universitario de Fuenlabrada,3,0,0,3,17.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Carlos III,3,0,0,3,20.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Central de la Defensa Gómez Ulla,3,0,0,3,30.0,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario Infanta Sofía,3,0,0,3,16.666666666666668,0.0,0
Hospital Universitario Príncipe de Asturias → Hospital Universitario de Fuenlabrada,3,0,0,3,33.0,0.0,0
